Seq. No.        2007 NAICS US Code      2007 NAICS US Title
1892    56171   Exterminating and Pest Control Services
1893    561710  Exterminating and Pest Control Services
1894    56172   Janitorial Services
1895    561720  Janitorial Services
1896    56173   Landscaping Services
1897    561730  Landscaping Services
1898    56174   Carpet and Upholstery Cleaning Services
1899    561740  Carpet and Upholstery Cleaning Services
1900    56179   Other Services to Buildings and Dwellings
1901    561790  Other Services to Buildings and Dwellings
1902    5619    Other Support Services
1903    56191   Packaging and Labeling Services
1904    561910  Packaging and Labeling Services
1905    56192   Convention and Trade Show Organizers
1906    561920  Convention and Trade Show Organizers
1907    56199   All Other Support Services
1908    561990  All Other Support Services
1909    562     Waste Management and Remediation Services
1910    5621    Waste Collection
1911    56211   Waste Collection
1912    562111  Solid Waste Collection
1913    562112  Hazardous Waste Collection
1914    562119  Other Waste Collection
1915    5622    Waste Treatment and Disposal
1916    56221   Waste Treatment and Disposal
1917    562211  Hazardous Waste Treatment and Disposal
1918    562212  Solid Waste Landfill
1919    562213  Solid Waste Combustors and Incinerators
1920    562219  Other Nonhazardous Waste Treatment and Disposal
1921    5629    Remediation and Other Waste Management Services
1922    56291   Remediation Services
1923    562910  Remediation Services
1924    56292   Materials Recovery Facilities
1925    562920  Materials Recovery Facilities
1926    56299   All Other Waste Management Services
1927    562991  Septic Tank and Related Services
1928    562998  All Other Miscellaneous Waste Management Services
1929    61      Educational Services
1930    611     Educational Services
1931    6111    Elementary and Secondary Schools
1932    61111   Elementary and Secondary Schools
1933    611110  Elementary and Secondary Schools
1934    6112    Junior Colleges
1935    61121   Junior Colleges
1936    611210  Junior Colleges
1937    6113    "Colleges, Universities, and Professional Schools"
1938    61131   "Colleges, Universities, and Professional Schools"
1939    611310  "Colleges, Universities, and Professional Schools"
1940    6114    Business Schools and Computer and Management Training
1941    61141   Business and Secretarial Schools
1942    611410  Business and Secretarial Schools
1943    61142   Computer Training
1944    611420  Computer Training
1945    61143   Professional and Management Development Training
1946    611430  Professional and Management Development Training
1947    6115    Technical and Trade Schools
1948    61151   Technical and Trade Schools
1949    611511  Cosmetology and Barber Schools
1950    611512  Flight Training
1951    611513  Apprenticeship Training
1952    611519  Other Technical and Trade Schools
1953    6116    Other Schools and Instruction
1954    61161   Fine Arts Schools
1955    611610  Fine Arts Schools
1956    61162   Sports and Recreation Instruction
1957    611620  Sports and Recreation Instruction
1958    61163   Language Schools
1959    611630  Language Schools
1960    61169   All Other Schools and Instruction
1961    611691  Exam Preparation and Tutoring
1962    611692  Automobile Driving Schools
1963    611699  All Other Miscellaneous Schools and Instruction
1964    6117    Educational Support Services
1965    61171   Educational Support Services
1966    611710  Educational Support Services
1967    62      Health Care and Social Assistance
1968    621     Ambulatory Health Care Services
1969    6211    Offices of Physicians
1970    62111   Offices of Physicians
1971    621111  Offices of Physicians (except Mental Health Specialists)
1972    621112  "Offices of Physicians, Mental Health Specialists"
1973    6212    Offices of Dentists
1974    62121   Offices of Dentists
1975    621210  Offices of Dentists
1976    6213    Offices of Other Health Practitioners
1977    62131   Offices of Chiropractors
1978    621310  Offices of Chiropractors
1979    62132   Offices of Optometrists
1980    621320  Offices of Optometrists
1981    62133   Offices of Mental Health Practitioners (except Physicians)
1982    621330  Offices of Mental Health Practitioners (except Physicians)
1983    62134   "Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1984    621340  "Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1985    62139   Offices of All Other Health Practitioners
1986    621391  Offices of Podiatrists
1987    621399  Offices of All Other Miscellaneous Health Practitioners
1988    6214    Outpatient Care Centers
1989    62141   Family Planning Centers
1990    621410  Family Planning Centers
1991    62142   Outpatient Mental Health and Substance Abuse Centers
1992    621420  Outpatient Mental Health and Substance Abuse Centers
1993    62149   Other Outpatient Care Centers
1994    621491  HMO Medical Centers
1995    621492  Kidney Dialysis Centers
1996    621493  Freestanding Ambulatory Surgical and Emergency Centers
1997    621498  All Other Outpatient Care Centers
1998    6215    Medical and Diagnostic Laboratories
1999    62151   Medical and Diagnostic Laboratories
2000    621511  Medical Laboratories
2001    621512  Diagnostic Imaging Centers
2002    6216    Home Health Care Services
2003    62161   Home Health Care Services
2004    621610  Home Health Care Services
2005    6219    Other Ambulatory Health Care Services
2006    62191   Ambulance Services
2007    621910  Ambulance Services
2008    62199   All Other Ambulatory Health Care Services
2009    621991  Blood and Organ Banks
2010    621999  All Other Miscellaneous Ambulatory Health Care Services
2011    622     Hospitals
2012    6221    General Medical and Surgical Hospitals
2013    62211   General Medical and Surgical Hospitals
2014    622110  General Medical and Surgical Hospitals
2015    6222    Psychiatric and Substance Abuse Hospitals
2016    62221   Psychiatric and Substance Abuse Hospitals
2017    622210  Psychiatric and Substance Abuse Hospitals
2018    6223    Specialty (except Psychiatric and Substance Abuse) Hospitals
2019    62231   Specialty (except Psychiatric and Substance Abuse) Hospitals
2020    622310  Specialty (except Psychiatric and Substance Abuse) Hospitals
2021    623     Nursing and Residential Care Facilities
2022    6231    Nursing Care Facilities
2023    62311   Nursing Care Facilities
2024    623110  Nursing Care Facilities
2025    6232    "Residential Mental Retardation, Mental Health and Substance Abuse Facilities"
2026    62321   Residential Mental Retardation Facilities
2027    623210  Residential Mental Retardation Facilities
2028    62322   Residential Mental Health and Substance Abuse Facilities
2029    623220  Residential Mental Health and Substance Abuse Facilities
2030    6233    Community Care Facilities for the Elderly
2031    62331   Community Care Facilities for the Elderly
2032    623311  Continuing Care Retirement Communities
2033    623312  Homes for the Elderly
2034    6239    Other Residential Care Facilities
2035    62399   Other Residential Care Facilities
2036    623990  Other Residential Care Facilities
2037    624     Social Assistance
2038    6241    Individual and Family Services
2039    62411   Child and Youth Services
2040    624110  Child and Youth Services
2041    62412   Services for the Elderly and Persons with Disabilities
2042    624120  Services for the Elderly and Persons with Disabilities
2043    62419   Other Individual and Family Services
2044    624190  Other Individual and Family Services
2045    6242    "Community Food and Housing, and Emergency and Other Relief Services"
2046    62421   Community Food Services
2047    624210  Community Food Services
2048    62422   Community Housing Services
2049    624221  Temporary Shelters
2050    624229  Other Community Housing Services
2051    62423   Emergency and Other Relief Services
2052    624230  Emergency and Other Relief Services
2053    6243    Vocational Rehabilitation Services
2054    62431   Vocational Rehabilitation Services
2055    624310  Vocational Rehabilitation Services
2056    6244    Child Day Care Services
2057    62441   Child Day Care Services
2058    624410  Child Day Care Services
2059    71      "Arts, Entertainment, and Recreation"
2060    711     "Performing Arts, Spectator Sports, and Related Industries"
2061    7111    Performing Arts Companies
2062    71111   Theater Companies and Dinner Theaters
2063    711110  Theater Companies and Dinner Theaters
2064    71112   Dance Companies
2065    711120  Dance Companies
2066    71113   Musical Groups and Artists
2067    711130  Musical Groups and Artists
2068    71119   Other Performing Arts Companies
2069    711190  Other Performing Arts Companies
2070    7112    Spectator Sports
2071    71121   Spectator Sports
2072    711211  Sports Teams and Clubs
2073    711212  Racetracks
2074    711219  Other Spectator Sports
2075    7113    "Promoters of Performing Arts, Sports, and Similar Events"
2076    71131   "Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2077    711310  "Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2078    71132   "Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2079    711320  "Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2080    7114    "Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
2081    71141   "Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
2082    711410  "Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
2083    7115    "Independent Artists, Writers, and Performers"
2084    71151   "Independent Artists, Writers, and Performers"
2085    711510  "Independent Artists, Writers, and Performers"
2086    712     "Museums, Historical Sites, and Similar Institutions"
2087    7121    "Museums, Historical Sites, and Similar Institutions"
2088    71211   Museums
2089    712110  Museums
2090    71212   Historical Sites
2091    712120  Historical Sites
2092    71213   Zoos and Botanical Gardens
2093    712130  Zoos and Botanical Gardens
2094    71219   Nature Parks and Other Similar Institutions
2095    712190  Nature Parks and Other Similar Institutions
2096    713     "Amusement, Gambling, and Recreation Industries"
2097    7131    Amusement Parks and Arcades
2098    71311   Amusement and Theme Parks
2099    713110  Amusement and Theme Parks
2100    71312   Amusement Arcades
2101    713120  Amusement Arcades
2102    7132    Gambling Industries
2103    71321   Casinos (except Casino Hotels)
2104    713210  Casinos (except Casino Hotels)
2105    71329   Other Gambling Industries
2106    713290  Other Gambling Industries
2107    7139    Other Amusement and Recreation Industries
2108    71391   Golf Courses and Country Clubs
2109    713910  Golf Courses and Country Clubs
2110    71392   Skiing Facilities
2111    713920  Skiing Facilities
2112    71393   Marinas
2113    713930  Marinas
2114    71394   Fitness and Recreational Sports Centers
2115    713940  Fitness and Recreational Sports Centers
2116    71395   Bowling Centers
2117    713950  Bowling Centers
2118    71399   All Other Amusement and Recreation Industries
2119    713990  All Other Amusement and Recreation Industries
2120    72      Accommodation and Food Services
2121    721     Accommodation
2122    7211    Traveler Accommodation
2123    72111   Hotels (except Casino Hotels) and Motels
2124    721110  Hotels (except Casino Hotels) and Motels
2125    72112   Casino Hotels
2126    721120  Casino Hotels
2127    72119   Other Traveler Accommodation
2128    721191  Bed-and-Breakfast Inns
2129    721199  All Other Traveler Accommodation
2130    7212    RV (Recreational Vehicle) Parks and Recreational Camps
2131    72121   RV (Recreational Vehicle) Parks and Recreational Camps
2132    721211  RV (Recreational Vehicle) Parks and Campgrounds
2133    721214  Recreational and Vacation Camps (except Campgrounds)
2134    7213    Rooming and Boarding Houses
2135    72131   Rooming and Boarding Houses
2136    721310  Rooming and Boarding Houses
2137    722     Food Services and Drinking Places
2138    7221    Full-Service Restaurants
2139    72211   Full-Service Restaurants
2140    722110  Full-Service Restaurants
2141    7222    Limited-Service Eating Places
2142    72221   Limited-Service Eating Places
2143    722211  Limited-Service Restaurants
2144    722212  "Cafeterias, Grill Buffets, and Buffets"
2145    722213  Snack and Nonalcoholic Beverage Bars
2146    7223    Special Food Services
2147    72231   Food Service Contractors
2148    722310  Food Service Contractors
2149    72232   Caterers
2150    722320  Caterers
2151    72233   Mobile Food Services
2152    722330  Mobile Food Services
2153    7224    Drinking Places (Alcoholic Beverages)
2154    72241   Drinking Places (Alcoholic Beverages)
2155    722410  Drinking Places (Alcoholic Beverages)
2156    81      Other Services (except Public Administration)
2157    811     Repair and Maintenance
2158    8111    Automotive Repair and Maintenance
2159    81111   Automotive Mechanical and Electrical Repair and Maintenance
2160    811111  General Automotive Repair
2161    811112  Automotive Exhaust System Repair
2162    811113  Automotive Transmission Repair
2163    811118  Other Automotive Mechanical and Electrical Repair and Maintenance
2164    81112   "Automotive Body, Paint, Interior, and Glass Repair"
2165    811121  "Automotive Body, Paint, and Interior Repair and Maintenance"
2166    811122  Automotive Glass Replacement Shops
2167    81119   Other Automotive Repair and Maintenance
2168    811191  Automotive Oil Change and Lubrication Shops
2169    811192  Car Washes
2170    811198  All Other Automotive Repair and Maintenance
2171    8112    Electronic and Precision Equipment Repair and Maintenance
2172    81121   Electronic and Precision Equipment Repair and Maintenance
2173    811211  Consumer Electronics Repair and Maintenance
2174    811212  Computer and Office Machine Repair and Maintenance
2175    811213  Communication Equipment Repair and Maintenance
2176    811219  Other Electronic and Precision Equipment Repair and Maintenance
2177    8113    Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2178    81131   Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2179    811310  Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2180    8114    Personal and Household Goods Repair and Maintenance
2181    81141   Home and Garden Equipment and Appliance Repair and Maintenance
2182    811411  Home and Garden Equipment Repair and Maintenance
2183    811412  Appliance Repair and Maintenance
2184    81142   Reupholstery and Furniture Repair
2185    811420  Reupholstery and Furniture Repair
2186    81143   Footwear and Leather Goods Repair
2187    811430  Footwear and Leather Goods Repair
2188    81149   Other Personal and Household Goods Repair and Maintenance
2189    811490  Other Personal and Household Goods Repair and Maintenance
2190    812     Personal and Laundry Services
2191    8121    Personal Care Services
2192    81211   "Hair, Nail, and Skin Care Services"
2193    812111  Barber Shops
2194    812112  Beauty Salons
2195    812113  Nail Salons
2196    81219   Other Personal Care Services
2197    812191  Diet and Weight Reducing Centers
2198    812199  Other Personal Care Services
2199    8122    Death Care Services
2200    81221   Funeral Homes and Funeral Services
2201    812210  Funeral Homes and Funeral Services
2202    81222   Cemeteries and Crematories
2203    812220  Cemeteries and Crematories
2204    8123    Drycleaning and Laundry Services
2205    81231   Coin-Operated Laundries and Drycleaners
2206    812310  Coin-Operated Laundries and Drycleaners
2207    81232   Drycleaning and Laundry Services (except Coin-Operated)
2208    812320  Drycleaning and Laundry Services (except Coin-Operated)
2209    81233   Linen and Uniform Supply
2210    812331  Linen Supply
2211    812332  Industrial Launderers
2212    8129    Other Personal Services
2213    81291   Pet Care (except Veterinary) Services
2214    812910  Pet Care (except Veterinary) Services
2215    81292   Photofinishing
2216    812921  Photofinishing Laboratories (except One-Hour)
2217    812922  One-Hour Photofinishing
2218    81293   Parking Lots and Garages
2219    812930  Parking Lots and Garages
2220    81299   All Other Personal Services
2221    812990  All Other Personal Services
2222    813     "Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2223    8131    Religious Organizations
2224    81311   Religious Organizations
2225    813110  Religious Organizations
2226    8132    Grantmaking and Giving Services
2227    81321   Grantmaking and Giving Services
2228    813211  Grantmaking Foundations
2229    813212  Voluntary Health Organizations
2230    813219  Other Grantmaking and Giving Services
2231    8133    Social Advocacy Organizations
2232    81331   Social Advocacy Organizations
2233    813311  Human Rights Organizations
2234    813312  "Environment, Conservation and Wildlife Organizations"
2235    813319  Other Social Advocacy Organizations
2236    8134    Civic and Social Organizations
2237    81341   Civic and Social Organizations
2238    813410  Civic and Social Organizations
2239    8139    "Business, Professional, Labor, Political, and Similar Organizations"
2240    81391   Business Associations
2241    813910  Business Associations
2242    81392   Professional Organizations
2243    813920  Professional Organizations
2244    81393   Labor Unions and Similar Labor Organizations
2245    813930  Labor Unions and Similar Labor Organizations
2246    81394   Political Organizations
2247    813940  Political Organizations
2248    81399   "Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2249    813990  "Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2250    814     Private Households
2251    8141    Private Households
2252    81411   Private Households
2253    814110  Private Households
2254    92      Public Administration
2255    921     "Executive, Legislative, and Other General Government Support"
2256    9211    "Executive, Legislative, and Other General Government Support"
2257    92111   Executive Offices
2258    921110  Executive Offices
2259    92112   Legislative Bodies
2260    921120  Legislative Bodies
2261    92113   Public Finance Activities
2262    921130  Public Finance Activities
2263    92114   "Executive and Legislative Offices, Combined"
2264    921140  "Executive and Legislative Offices, Combined"
2265    92115   American Indian and Alaska Native Tribal Governments
2266    921150  American Indian and Alaska Native Tribal Governments
2267    92119   Other General Government Support
2268    921190  Other General Government Support
2269    922     "Justice, Public Order, and Safety Activities"
2270    9221    "Justice, Public Order, and Safety Activities"
2271    92211   Courts
2272    922110  Courts
2273    92212   Police Protection
2274    922120  Police Protection
2275    92213   Legal Counsel and Prosecution
2276    922130  Legal Counsel and Prosecution
2277    92214   Correctional Institutions
2278    922140  Correctional Institutions
2279    92215   Parole Offices and Probation Offices
2280    922150  Parole Offices and Probation Offices
2281    92216   Fire Protection
2282    922160  Fire Protection
2283    92219   "Other Justice, Public Order, and Safety Activities"
2284    922190  "Other Justice, Public Order, and Safety Activities"
2285    923     Administration of Human Resource Programs
2286    9231    Administration of Human Resource Programs
2287    92311   Administration of Education Programs
2288    923110  Administration of Education Programs
2289    92312   Administration of Public Health Programs
2290    923120  Administration of Public Health Programs
2291    92313   "Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
2292    923130  "Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
2293    92314   Administration of Veterans' Affairs
2294    923140  Administration of Veterans' Affairs
2295    924     Administration of Environmental Quality Programs
2296    9241    Administration of Environmental Quality Programs
2297    92411   Administration of Air and Water Resource and Solid Waste Management Programs
2298    924110  Administration of Air and Water Resource and Solid Waste Management Programs
2299    92412   Administration of Conservation Programs
2300    924120  Administration of Conservation Programs
2301    925     "Administration of Housing Programs, Urban Planning, and Community Development"
2302    9251    "Administration of Housing Programs, Urban Planning, and Community Development"
2303    92511   Administration of Housing Programs
2304    925110  Administration of Housing Programs
2305    92512   Administration of Urban Planning and Community and Rural Development
2306    925120  Administration of Urban Planning and Community and Rural Development
2307    926     Administration of Economic Programs
2308    9261    Administration of Economic Program
2309    92611   Administration of General Economic Programs
2310    926110  Administration of General Economic Programs
2311    92612   Regulation and Administration of Transportation Programs
2312    926120  Regulation and Administration of Transportation Programs
2313    92613   "Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2314    926130  "Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2315    92614   Regulation of Agricultural Marketing and Commodities
2316    926140  Regulation of Agricultural Marketing and Commodities
2317    92615   "Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2318    926150  "Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2319    927     Space Research and Technology
2320    9271    Space Research and Technology
2321    92711   Space Research and Technology
2322    927110  Space Research and Technology
2323    928     National Security and International Affairs
2324    9281    National Security and International Affairs
2325    92811   National Security
2326    928110  National Security
2327    92812   International Affairs
2328    928120  International Affairs    
