SITC Revision 2 Product Code,SITC Revision 2 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
65432,"Fabr.,woven,of wool etc.mix.with discont.synt.fibr",3211,"Spinning, weawing and finishing textiles"
65433,Fabr.wool mix.with fibr.oth.than cont/disc.synth.f,3211,"Spinning, weawing and finishing textiles"
65434,"Pile & chenille fabrics,woven of wool/fin.ani.hair",3211,"Spinning, weawing and finishing textiles"
65491,"Fabrics,woven,of metal thread/of metallized yarn",3211,"Spinning, weawing and finishing textiles"
65492,"Fabrics,woven,of horsehair/of oth.coarse anim.hair",3211,"Spinning, weawing and finishing textiles"
65498,"Fabrics,woven of paper yarn & oth.veget.text.fibr.",3211,"Spinning, weawing and finishing textiles"
65499,"Pile fabrics and chenille fabrics,woven,n.e.s.",3211,"Spinning, weawing and finishing textiles"
65521,Knitted/crocheted fabrics of wool/fine animal hair,3213,Knitting mills
65522,Knitted/crocheted fabrics of cotton,3213,Knitting mills
65523,Knitted/crocheted fabrics of regenerated fibres,3213,Knitting mills
65529,Knitted/crocheted fabrics of other fibres,3213,Knitting mills
65601,Narrow woven fabrics consist.of warp without weft,3211,"Spinning, weawing and finishing textiles"
65602,"Woven labels,badges and the like,not embroidered",3211,"Spinning, weawing and finishing textiles"
65603,"Chenille & gimped yarn,braids & ornament.trimmings",3211,"Spinning, weawing and finishing textiles"
65604,"Tulle and other net fabrics,plain",3211,"Spinning, weawing and finishing textiles"
65605,Tull.& oth.net fab.figured;hand/mechanic.made lace,3211,"Spinning, weawing and finishing textiles"
65606,"Embroidery,in the piece,in strips or in motifs",3212,Manufacture of made-up textile goods except wea ing apparel
65731,Textile fabrics coated with gum/amylaceous substa.,3219,Manufacture of textiles not elsewhere classified
65732,"Text.fabr.coated,with prepar.of cellulose derivat.",3219,Manufacture of textiles not elsewhere classified
65733,Rubberized textile fabrics,3559,Manufacture of rubber products not elsewhere classified
65739,Textile fabrics otherwise impregnated or coated,3219,Manufacture of textiles not elsewhere classified
65751,"Twine,cordage,ropes and cables,plaited or not",3215,"Cordage, rope and twine industries"
65752,"Nets and netting made of twine,cordage or rope",3215,"Cordage, rope and twine industries"
65759,"Oth.articl.made from yarn,twine,cordage,rope/cabl.",3215,"Cordage, rope and twine industries"
65761,"Hat-forms,hat bodies and hoods of felt",3220,"Manufacture of wearing apparel, except footwear"
65762,"Hat-shapes,plaited/made from plaited/other strips",3220,"Manufacture of wearing apparel, except footwear"
65771,"Wadding and articles of wadding,n.e.s.",3219,Manufacture of textiles not elsewhere classified
65772,"Wicks,of woven,plaited/knitted textile materials",3219,Manufacture of textiles not elsewhere classified
65773,Textile fabrics & articles used in machinary/plant,3219,Manufacture of textiles not elsewhere classified
65791,Textile hosepiping and similar tubing,3219,Manufacture of textiles not elsewhere classified
65792,"Transmission,conveyor/elevat.belts of text.materi.",3219,Manufacture of textiles not elsewhere classified
65821,Tarpaulins etc.of cotton,3212,Manufacture of made-up textile goods except wea ing apparel
65829,Tarpaulins etc.other than of cotton,3212,Manufacture of made-up textile goods except wea ing apparel
65831,"Travelling rugs and blankets,of wool/fin.anim.hair",3212,Manufacture of made-up textile goods except wea ing apparel
65832,"Travelling rugs and blankets,of cotton",3212,Manufacture of made-up textile goods except wea ing apparel
65833,"Travelling rugs and blankets,of synthetic fibres",3212,Manufacture of made-up textile goods except wea ing apparel
65839,"Travelling rugs and blankets,of other fibres",3212,Manufacture of made-up textile goods except wea ing apparel
65841,Bed linen of cotton,3212,Manufacture of made-up textile goods except wea ing apparel
65842,Bed linen of other fibres,3212,Manufacture of made-up textile goods except wea ing apparel
65843,Table linen of cotton,3212,Manufacture of made-up textile goods except wea ing apparel
65844,Table linen of other fibres,3212,Manufacture of made-up textile goods except wea ing apparel
65845,Toilet and kitchen linen of cotton,3212,Manufacture of made-up textile goods except wea ing apparel
65846,Toilet and kitchen linen of other fibres,3212,Manufacture of made-up textile goods except wea ing apparel
65849,Other furnishing articles of other fibres,3212,Manufacture of made-up textile goods except wea ing apparel
65891,"Tapestries,hand-made,of the type gobelins,flanders",3212,Manufacture of made-up textile goods except wea ing apparel
65898,"Made-up text.articles,knitted/crochet.not elastic",3212,Manufacture of made-up textile goods except wea ing apparel
65899,"Made-up text.articles,not knitted or crocheted nes",3212,Manufacture of made-up textile goods except wea ing apparel
65911,Floor cover.prepar.on a base of paper/paperboard,3219,Manufacture of textiles not elsewhere classified
65912,Linoleum and materials prepared on a textile base,3219,Manufacture of textiles not elsewhere classified
65921,Carpets of wool or fine animal hair,3214,Manufacture of carpets and rugs
65929,Carpets of other textile materials,3214,Manufacture of carpets and rugs
65941,"Carpets of wool/fine animal hair,tufted",3214,Manufacture of carpets and rugs
65942,"Carpets of wool/fine animal hair,woven",3214,Manufacture of carpets and rugs
65951,"Carpets of man made text.materials,tufted",3214,Manufacture of carpets and rugs
65952,"Carpets of man made text.materials,woven",3214,Manufacture of carpets and rugs
65961,"Carpets of other text.materials,tufted",3214,Manufacture of carpets and rugs
65962,"Carpets other than knotted,tufted,or of felt",3214,Manufacture of carpets and rugs
65963,"Floor coverings of felt,of tufted felt etc.",3214,Manufacture of carpets and rugs
66131,"Road & paving setts,curbs & flagst.of natur.stone",3699,Manufacture of non-metallic mineral products not elsewhere classified
66132,"Building & monument.stone,worked,nes mosaic cubes",3699,Manufacture of non-metallic mineral products not elsewhere classified
66133,"Slate,worked,and articles of slate",3699,Manufacture of non-metallic mineral products not elsewhere classified
66181,Articles of asphalt or of similar material,3540,Manufacture of miscellaneous products of petroleum and coal
66182,"Panels,boards,tiles,etc.of veget.fibre,of wood fib",3699,Manufacture of non-metallic mineral products not elsewhere classified
66183,"Artic.of asbestos-cement,of cellulose fibre-cement",3699,Manufacture of non-metallic mineral products not elsewhere classified
66231,"Heat-insulating bricks,blocks,tiles & oth.heat-ins",3691,Manufacture of structural clay products
66232,"Refract.bricks,blocks,tiles & simil.refract.constr",3691,Manufacture of structural clay products
66233,"Refractory cements,mortars & similar compositions",3691,Manufacture of structural clay products
66241,Building bricks,3691,Manufacture of structural clay products
66242,"Roofing tiles,chimney-pots & oth.ceramic construct",3691,Manufacture of structural clay products
66243,"Ceramic piping,conduits and guttering",3691,Manufacture of structural clay products
66244,"Unglazed ceramic setts,flags and paving",3691,Manufacture of structural clay products
66245,"Glazed ceramic setts,flags and paving",3691,Manufacture of structural clay products
66331,Articles of plastering material,3699,Manufacture of non-metallic mineral products not elsewhere classified
66332,"Articles of cement,of concrete/of artificial stone",3699,Manufacture of non-metallic mineral products not elsewhere classified
66333,"Mica,worked,and articles of mica",3699,Manufacture of non-metallic mineral products not elsewhere classified
66339,"Articles of stone/of other mineral substances,nes",3699,Manufacture of non-metallic mineral products not elsewhere classified
66381,Fabricated asbestos and articles thereof,3699,Manufacture of non-metallic mineral products not elsewhere classified
66382,"Friction material for brakes,for clutches etc.",3699,Manufacture of non-metallic mineral products not elsewhere classified
66391,"Laboratory,chemical or industrial wares,ceramic",3610,"Manufacture of pottery, china and earthenware"
66392,"Other articles of ceramic materials,n.e.s.",3610,"Manufacture of pottery, china and earthenware"
66414,Glass in the mass;waste glass,3620,Manufacture of glass and glass products
66415,"Glass in balls,rods and tubes,unworked",3620,Manufacture of glass and glass products
66491,"Cast,rolled,drawn/blown glass cut to shape or bent",3620,Manufacture of glass and glass products
66492,"Glass envelopes for electric lamps,electronic valv",3620,Manufacture of glass and glass products
66493,"Clock and watch glasses and similar glasses,curved",3620,Manufacture of glass and glass products
66494,"Glass fibre and articles made therefrom,n.e.s.",3620,Manufacture of glass and glass products
66511,"Carboys,bottles,jars,pots,tubular containers",3620,Manufacture of glass and glass products
66512,Glass inners for vacuum flasks/oth.vacuum vessels,3620,Manufacture of glass and glass products
66581,"Laboratory,hygienic and pharmaceutical glasware",3620,Manufacture of glass and glass products
66582,"Glass beads,imitation pearls,imit.precious stones",3620,Manufacture of glass and glass products
66589,"Other articles of glass,n.e.s.",3620,Manufacture of glass and glass products
66721,"Diamonds,rough,unsorted",2909,Mining and quarrying not elsewhere classified
66722,"Diamonds,sorted,rough/simply sawn,cleaved/bruted",3901,Manufacture of jewellery and related articles
66729,"Diamonds,cut/otherwise worked,not mounted or set",3901,Manufacture of jewellery and related articles
67131,"Shot and angular grit,of iron or steel",3710,Iron and steel basic industries
67132,Iron or steel powders (includ.sponge iron powder),3710,Iron and steel basic industries
67133,"Sponge iron or steel,not in powder form",3710,Iron and steel basic industries
67161,Ferro-manganese,3710,Iron and steel basic industries
67162,Ferro-silicon,3710,Iron and steel basic industries
67169,Other ferro-alloys,3710,Iron and steel basic industries
67241,Ingots of iron or steel,3710,Iron and steel basic industries
67243,Ingots of stainless or heat-resisting steel,3710,Iron and steel basic industries
67244,Ingots of other alloy steel,3710,Iron and steel basic industries
67245,"Puddled bars & pilings;blocks,lumps & simil.forms",3710,Iron and steel basic industries
67251,Blooms etc.of other than high carbon/alloy steel,3710,Iron and steel basic industries
67254,Blooms etc.of stainless or heat-resisting steel,3710,Iron and steel basic industries
67255,Blooms etc.of other alloy steel,3710,Iron and steel basic industries
67271,Iron/steel coils of oth.than high carbon/alloy st.,3710,Iron and steel basic industries
67272,Iron/steel coils of high carbon steel,3710,Iron and steel basic industries
67274,Iron/steel coils of stainless/heat-resisting steel,3710,Iron and steel basic industries
67275,Iron/steel coils of other alloy steel,3710,Iron and steel basic industries
67311,Wire rod of other than high carbon or alloy steel,3710,Iron and steel basic industries
67312,Wire rod of high carbon steel,3710,Iron and steel basic industries
67314,Wire rod of stainless or heat-resisting steel,3710,Iron and steel basic industries
67315,Wire rod of other alloy steel,3710,Iron and steel basic industries
67322,"Bars & rods,of high carbon steel",3710,Iron and steel basic industries
67324,"Bars & rods,of stainless or heat-resisting steel",3710,Iron and steel basic industries
67325,"Bars & rods,of other alloy steel",3710,Iron and steel basic industries
67326,"Bars & rods,not furth.work.than hot rolled/extrud.",3710,Iron and steel basic industries
67327,"Bars & rods,forged,cold-formed or cold finished",3710,Iron and steel basic industries
67331,"U,i,h,sects.hot-rolled or extruded under 80 mm",3710,Iron and steel basic industries
67332,"U.i,h,sects.hot-rolled or extruded, 80 mm or more",3710,Iron and steel basic industries
67333,"Oth.angles,shapes & sectns.hot-rolled or extruded",3710,Iron and steel basic industries
67334,"Angles,shapes & sectns.cold-formed or cold-finishd",3710,Iron and steel basic industries
67336,"Sheet piling of iron/stl.wheth./not drilled,etc.",3710,Iron and steel basic industries
67338,"Angles,shapes & sects.,stainless/heat-resistg.stl.",3710,Iron and steel basic industries
67339,"Angles,shapes and sections,of other alloy steel",3710,Iron and steel basic industries
67441,"Sheets & plates,of oth.than high carbon/alloy stl.",3710,Iron and steel basic industries
67443,"Sheets & plates,of stainless or heat-resisting stl",3710,Iron and steel basic industries
67444,"Sheets & plates,of other alloy steel",3710,Iron and steel basic industries
67451,"Sheets & plates,of oth-than high carbon/alloy stl.",3710,Iron and steel basic industries
67453,"Sheets & plates,of stainless or heat-resisting stl",3710,Iron and steel basic industries
67454,"Sheets & plates,of other alloy steel",3710,Iron and steel basic industries
67461,"Sheets & plates,of oth.than high carbon/alloy stl.",3710,Iron and steel basic industries
67463,"Sheets & plates,of stainl.or heat resist.stl.,<3mm",3710,Iron and steel basic industries
67464,"Sheets & plates,of other alloy steel; of < 3mm",3710,Iron and steel basic industries
67491,"Oth.sheets & plates,of oth.than high cbn/alloy stl",3710,Iron and steel basic industries
67493,"Oth.sheets & plates,of stainless/heat-resistg.stl.",3710,Iron and steel basic industries
67494,"Other sheets and plates,of other alloy steel",3710,Iron and steel basic industries
67601,Rails of iron or steel,3710,Iron and steel basic industries
67602,Oth.railway & tramway track construction material,3710,Iron and steel basic industries
67701,"Iron/steel wire,of oth.than high carbon/alloy stl.",3710,Iron and steel basic industries
67702,"Iron/steel wire,of high carbon steel",3710,Iron and steel basic industries
67704,"Iron/steel wire,of stainless/heat-resisting steel",3710,Iron and steel basic industries
67705,"Iron/steel wire,of other alloy steel",3710,Iron and steel basic industries
67941,Castings of iron,3710,Iron and steel basic industries
68112,"Rolled silver,unworked or semi-manufactured",3720,Non-ferrous metal basic industries
68113,"Silver,unwrought, in primary forms",3720,Non-ferrous metal basic industries
68114,"Silver,semi-manufactured,rods,sections,wire,etc.",3720,Non-ferrous metal basic industries
68122,Rolled platinum or other platinum group metals,3720,Non-ferrous metal basic industries
68123,"Platinum and platinum alloys,unwrought",3720,Non-ferrous metal basic industries
68124,Oth.metals of the platinum group & alloys thereof,3720,Non-ferrous metal basic industries
68125,Platin.& oth.metals of platin.grp.& alloys thereof,3720,Non-ferrous metal basic industries
68211,Unrefined copper,3720,Non-ferrous metal basic industries
68212,"Refined copper,unwrought",3720,Non-ferrous metal basic industries
68213,Master alloys of copper,3720,Non-ferrous metal basic industries
68221,"Bars,rods,angles,shapes & sectns.wrought,of copper",3720,Non-ferrous metal basic industries
68222,"Plates,sheets and strip,wrought,of copper",3720,Non-ferrous metal basic industries
68223,"Copper foil,of a thickness not exceeding 0,15mm",3720,Non-ferrous metal basic industries
68224,Copper powders and flakes,3720,Non-ferrous metal basic industries
68225,"Tubes,pipes,blanks therefor;hollow bars of copper",3720,Non-ferrous metal basic industries
68226,"Tube and pipe fittings,of copper",3720,Non-ferrous metal basic industries
68321,"Bars,rods,angles,shapes & sectns.wrought,of nickel",3720,Non-ferrous metal basic industries
68322,"Plates,sheets & strip,wrought,of nickel;nick.foil",3720,Non-ferrous metal basic industries
68323,"Tubes,pipes,blanks therefor;hollow bars of nickel",3720,Non-ferrous metal basic industries
68421,"Bars,rods,angles,shapes & sectns.wrgt.of aluminium",3720,Non-ferrous metal basic industries
68422,"Plates,sheets and strip,wrought,of aluminium",3720,Non-ferrous metal basic industries
68423,"Aluminium foil,of a thickness not exceeding 0,20mm",3720,Non-ferrous metal basic industries
68424,Aluminium powders and flakes,3720,Non-ferrous metal basic industries
68425,"Tubes,pipes,blanks therefor;hollow bars of alumin.",3720,Non-ferrous metal basic industries
68426,"Tube and pipe fittings,of aluminium",3720,Non-ferrous metal basic industries
68511,Unrefined lead,3720,Non-ferrous metal basic industries
68512,"Refined lead,unwrought",3720,Non-ferrous metal basic industries
68521,"Bars,rods,angles,shapes & sections,wrought of lead",3720,Non-ferrous metal basic industries
68522,"Plates,sheets and strip,wrought,of lead, >1700g/m2",3720,Non-ferrous metal basic industries
68524,"Tubes,pipes & blanks therefor;hollow bars of lead",3720,Non-ferrous metal basic industries
68631,"Bars,rods,angles,shapes & sections,wrought,of zinc",3720,Non-ferrous metal basic industries
68632,"Plates,sheets and strip,wrought,of zinc;zinc foil",3720,Non-ferrous metal basic industries
68633,"Zinc powders,dust and flakes",3720,Non-ferrous metal basic industries
68634,"Tubes,pipes & blanks therefor;hollow bars of zinc",3720,Non-ferrous metal basic industries
68721,"Bars,rods,angles,shapes & sections,wrought,of tin",3720,Non-ferrous metal basic industries
68722,"Plates,sheets and strip,wrought,of tin, > 1 kg/m2",3720,Non-ferrous metal basic industries
68723,"Tin foil,of a weight not exceeding 1kg/m2",3720,Non-ferrous metal basic industries
68724,"Tubes,pipes & blanks therefor;hollow bars of tin",3720,Non-ferrous metal basic industries
68911,"Tungsten,unwrought;tungsten waste and scrap",3720,Non-ferrous metal basic industries
68912,"Molybdenum,unwrought;molybdenum waste and scrap",3720,Non-ferrous metal basic industries
68913,"Tantalum,unwrought;tantalum waste and scrap",3720,Non-ferrous metal basic industries
68914,Magnesium waste and scrap,3720,Non-ferrous metal basic industries
68915,"Magnesium,unwrought",3720,Non-ferrous metal basic industries
68991,"Beryllium,unwrought;beryllium waste and scrap",3720,Non-ferrous metal basic industries
68999,"Other base metals,n.e.s.unwrought;cermets,unwrght.",3720,Non-ferrous metal basic industries
69211,Containers of iron or steel,3813,Manufacture of structural metal products
69213,Containers of aluminium,3813,Manufacture of structural metal products
69241,"Casks,drums,boxes of sheet or plate for pack.gds.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69242,"Casks,drums,boxes of aluminium for packing goods",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69243,Containers of iron/steel for compressed gas,3813,Manufacture of structural metal products
69244,Containers of aluminium for compressed gas,3813,Manufacture of structural metal products
69311,Stranded wire etc.of iron or steel,3710,Iron and steel basic industries
69312,Stranded wire etc.of copper,3720,Non-ferrous metal basic industries
69313,Stranded wire etc.of aluminium,3720,Non-ferrous metal basic industries
69351,"Gauze,cloth,grill of iron or steel",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69352,"Gauze,cloth,grill of copper",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69401,"Nails,tacks,staples,spiked cramps,studs,of copper",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69402,Bolts & nuts screws & rivets of iron or steel,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69403,"Nails,tacks,staples,spiked cramps rivets of copper",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69531,Saws & blades for hand or machine saws,3811,"Manufacture of cutlery, hand tools and general hardware"
69532,Wrenches and spanners,3811,"Manufacture of cutlery, hand tools and general hardware"
69533,Files and rasps,3811,"Manufacture of cutlery, hand tools and general hardware"
69534,"Other hand tools,pincers,tweezers and the like",3811,"Manufacture of cutlery, hand tools and general hardware"
69539,"Hand tools n.e.s.blow lamps,anvils,port.forges",3811,"Manufacture of cutlery, hand tools and general hardware"
69541,"Interchang.tools for pressing,stamping drilling",3811,"Manufacture of cutlery, hand tools and general hardware"
69542,Knives & cutting blades for mach./mechan.applianc.,3811,"Manufacture of cutlery, hand tools and general hardware"
69543,"Tool tips & plates,sticks and the like",3823,Manufacture of metal and wood working machinery
69603,Razors and razor blades,3811,"Manufacture of cutlery, hand tools and general hardware"
69604,Scissors and blades therefor,3811,"Manufacture of cutlery, hand tools and general hardware"
69605,"Other articles of cutlery,secateurs,chiropody sets",3811,"Manufacture of cutlery, hand tools and general hardware"
69606,"Spoons,forks,fish-eaters and sim.kitchenware",3811,"Manufacture of cutlery, hand tools and general hardware"
69608,Knives with cutting blades serrated or not,3811,"Manufacture of cutlery, hand tools and general hardware"
69731,Cooking apparatus & plate warmers with burners,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69732,"Stoves-grates,fires & oth.space heaters",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69733,"Parts,n.e.s.of the app.under 697.31-697.32",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69734,"Cooking & heating app.of copper,for dom.purposes",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69741,Art.commonly used for dom.purp.of iron or steel,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69742,Art.commonly used for dom.purp.of copper,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69743,Art.commonly used for dom.purp.of aluminium,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69751,Sanitary ware for indoor use of iron or steel,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69752,Sanitary ware for indoor use of copper,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69753,Sanitary ware for indoor use of aluminium,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69781,"Coffee-mills,juice-extractors for dom.purposes",3811,"Manufacture of cutlery, hand tools and general hardware"
69782,Statuettes & other ornaments used indoors,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69911,Locks and padlocks and parts thereof of base metal,3811,"Manufacture of cutlery, hand tools and general hardware"
69912,"Safes,strong boxes,strong room doors and the like",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69913,Base metal fittings & mountings for furniture,3811,"Manufacture of cutlery, hand tools and general hardware"
69931,"Needles for hand sewing,bodkins,crochet hooks etc.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69932,"Pins,hairpins and curling grips of iron or steel",3909,Manufacturing industries not elsewhere classified
69933,"Clasps,frames with clasps for handbags & the like",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69941,Springs & leaves for springs of iron or steel,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69942,Springs & leaves for springs of copper,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69961,Flexible tubing and piping of base metal,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69962,"Bells and gongs and parts thereof,non electric",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69963,"Stoppers,crown corks,bottle caps etc of base met.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69964,"Sign-plates,name plates,numbers,letters,etc.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69965,"Wire,rods,tubes,plates & similar prod.for solder.",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69971,"Anchors & grapnels,parts thereof,of iron or steel",3811,"Manufacture of cutlery, hand tools and general hardware"
69979,Other articles of iron or steel,3811,"Manufacture of cutlery, hand tools and general hardware"
69981,Articles n.e.s.of copper,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69982,Articles n.e.s.of nickel,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69983,Articles n.e.s.of aluminium,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69984,Articles n.e.s.of lead,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69985,Articles n.e.s.of zinc,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69986,Articles n.e.s.of tin,3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69991,"Tungsten,wrought.& art.of tungsten",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69992,"Molybdenum,wrought & art.of molybdenum",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69993,"Tantalum,wrought & art.of tantalum",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69994,"Wrought bars,rods,angles,shapes of magnesium",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69995,"Beryllium,wrought & art.of beryllium",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
69999,"Base metals,n.e.s. wrought & art. of such metals",3819,Manufacture of fabricated metal products except machinery and equipement not elsewhere classified
71191,Parts of boilers of 711.1-,3813,Manufacture of structural metal products
71199,Parts of apparatus/appliances of 711.2-,3813,Manufacture of structural metal products
71311,Internal combustion piston engines for aircraft,3845,Manufacture of aircraft
71319,Parts of aircraft engines of 713.11,3845,Manufacture of aircraft
71331,Int.combustion piston engines for outboard prop.,3841,Shipbuilding and repairing
71332,Int.comb.piston engines for other than outboard,3841,Shipbuilding and repairing
71481,Turbo-propellers,3845,Manufacture of aircraft
71488,"Other gas turbines,n.e.s.",3821,Manufacture of engines and turbines
71491,Parts of reaction engines & turbo propellers,3845,Manufacture of aircraft
71499,Parts of engines and motors of 714.88 and 718.88,3821,Manufacture of engines and turbines
71621,Elect.motors other than direct current,3831,Manufacture of electrical industrial machinery and apparatus
71622,"Generators,alternating current",3831,Manufacture of electrical industrial machinery and apparatus
71623,Generating sets with int.comb.piston engines,3831,Manufacture of electrical industrial machinery and apparatus
71882,Other hydraulic engines and motors,3821,Manufacture of engines and turbines
71888,Other engines and motors n.e.s.,3821,Manufacture of engines and turbines
71889,Regulators and parts for the engines of 718.81/82,3821,Manufacture of engines and turbines
72111,Ploughs,3822,Manufacture of agricultural machinery and equipment
72112,"Seeders,planters fertilizer distributors,spreaders",3822,Manufacture of agricultural machinery and equipment
72113,"Scarifiers,cultivators,weeders,hoes & harrows",3822,Manufacture of agricultural machinery and equipment
72118,Other agric. & hortic.machinery for soil prepar.,3822,Manufacture of agricultural machinery and equipment
72119,Parts of the machinery of 721.1-,3822,Manufacture of agricultural machinery and equipment
72121,Lawn movers,3822,Manufacture of agricultural machinery and equipment
72122,Combined harvester-threshers,3822,Manufacture of agricultural machinery and equipment
72123,"Other harvesting and threshing machinery,presses",3822,Manufacture of agricultural machinery and equipment
72124,Winnowing & similar cleaning machines for seed etc,3822,Manufacture of agricultural machinery and equipment
72129,Parts of machines of 721.2-,3822,Manufacture of agricultural machinery and equipment
72131,Milking machines,3822,Manufacture of agricultural machinery and equipment
72138,Other dairy machinery,3822,Manufacture of agricultural machinery and equipment
72139,Parts of the machinery of 721.3-,3822,Manufacture of agricultural machinery and equipment
72191,"Presses,crushers & other mach of wine/cider making",3822,Manufacture of agricultural machinery and equipment
72197,"Other agric.hortic.,poultry-bee keeping machinery",3822,Manufacture of agricultural machinery and equipment
72198,Parts of the machinery of 721.91,3822,Manufacture of agricultural machinery and equipment
72199,Parts of the machinery of 721.97,3822,Manufacture of agricultural machinery and equipment
72341,"Bulldozers,angledozers & levellers,self propelled",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72342,"Mechanical shovels & excavators,self propelled",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72343,"Other excavating,levelling,boring machinery etc.",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72344,Boring & sinking machinery not self-propelled,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72345,"Pile-drivers,snow-ploughs not self-propelled",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72346,"Other excavating,levelling,extracting machinery",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72348,Mach.& mechanical appliances for public works,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72431,Sewing machines,3829,Machinery and equipment except electrical not elsewhere classified
72439,"Sewing mach.needles,furn. for sewing mach. 724.3",3829,Machinery and equipment except electrical not elsewhere classified
72441,Mach.for extruding man-made textiles,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72442,Mach.for processing natural of man-made tex.fibres,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72443,Textile spinning & twisting mach.etc,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72449,Parts of the mach.and accessories of 724.4-,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72451,Weaving machines (looms),3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72452,Knitting machines,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72453,"Mach.for making gimped yarn,tulle lace etc",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72454,Mach.for the manufacture or finishing of felt,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72461,Auxil.machinery for headings 724.51/52/53 724.61,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72469,Parts & acces. for mach. of 724.51-53 and 724.61,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72471,Clothes-washing-machines of a capacity exceed.6kg,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72472,Dry-cleaning machines,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72473,"Drying machines,industrial. for 741.6-,743.5-",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72474,"Mach for washing,cleaning,bleaching dyeing etc.",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72479,"Parts of the machines of 724.7- and 775.1-,",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72511,Mach.for making cellulosic pulp,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72512,Mach.for making/finishing paper or paperboard,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72591,Parts of the mach. of 725.1-,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72599,Parts of the mach. of 725.2-,3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
72631,"Mach.,appar.,access.for type founding or setting",3824,Manufacture of special industrial machinery and equipment except metal and wood working machinery
